	DMSO.1	DMSO.2	DMSO.3	SP600125.1	SP600125.2	SP600125.3
CTC-338M12.6	0	0	0	0	0	0
CTC-338M12.1	0	0	0	0	0	0
TRIM41	879	1023	894	1324	1182	2045
CTC-338M12.7	0	0	0	1	0	0
GNB2L1	27182	29199	27288	23724	22456	36602
CTC-338M12.4	88	101	114	97	76	179
TRIM52	161	145	122	110	108	170
TRIM52-AS1	51	39	41	53	47	62
CTC-338M12.9	23	36	33	41	38	66
AC138035.2	15	16	7	29	13	33
AC138035.1	0	0	2	5	0	3
OR4F3	0	0	0	0	0	0
LINC00266-3	0	0	0	0	1	0
RP3-416J7.4	0	0	0	0	0	0
RP3-416J7.5	0	0	0	0	0	0
DUSP22	349	412	396	602	607	1105
IRF4	0	0	0	6	0	0
EXOC2	1290	1263	1343	1008	1029	1939
RP1-20B11.2	0	0	0	0	0	0
HUS1B	20	13	15	30	3	10
RP11-532F6.3	0	0	0	0	0	0
RP11-532F6.4	0	0	0	0	0	0
RP11-532F6.5	0	0	0	2	0	0
RP11-284J1.1	0	0	0	0	0	0
RP5-1077H22.2	0	0	0	0	1	0
RP5-1077H22.1	0	0	0	0	0	0
RP5-856G1.1	0	0	0	0	0	0
RP5-856G1.2	0	0	0	0	0	0
FOXQ1	0	0	0	0	4	0
RP4-668J24.2	0	0	0	0	0	0
FOXF2	0	0	0	0	0	1
RP11-157J24.2	0	0	0	0	0	0
FOXC1	292	276	324	652	559	1033
GMDS	955	946	937	512	463	923
GMDS-AS1	13	16	15	29	25	47
RP1-136B1.1	0	0	0	0	0	0
RP11-299J5.1	0	0	0	0	0	0
C6orf195	2	5	0	1	2	8
RP11-145H9.3	0	0	0	0	0	2
MYLK4	3	4	2	6	3	24
WRNIP1	1509	1543	1533	1468	1447	2530
SERPINB1	555	516	505	708	811	1119
SERPINB9P1	1	3	1	7	13	11
SERPINB9	2562	2421	2396	1345	1319	2299
RP1-90J20.2	0	0	0	0	0	0
SERPINB6	141	128	130	333	361	528
LINC01011	12	3	5	12	9	27
NQO2	446	432	396	505	458	724
RP1-90J20.8	0	0	0	2	0	0
RP1-40E16.2	0	0	0	0	0	0
RIPK1	821	818	875	873	801	1391
RP1-40E16.12	7	12	13	7	6	17
BPHL	314	346	304	369	471	642
RP1-40E16.11	0	0	1	1	0	2
TUBB2A	3338	3661	3674	4943	5050	8724
RP1-40E16.9	27	12	21	6	9	15
TUBB2B	6179	6596	6575	7152	7849	13918
PSMG4	386	426	386	375	274	521
SLC22A23	3129	3369	3278	2462	2534	4684
RP11-506K6.4	0	0	0	0	0	1
RP1-223B1.1	1	2	2	0	2	2
PXDC1	732	756	660	2159	1825	3351
RP11-420L9.5	89	76	64	159	165	235
RP11-420L9.4	0	0	0	1	0	0
FAM50B	105	163	114	118	58	126
RP1-140K8.1	0	0	0	0	0	0
RP1-140K8.5	3	1	1	5	6	8
RP3-406P24.5	0	0	0	0	0	0
RP3-406P24.4	1	0	0	0	0	0
RP3-406P24.3	1	1	2	4	0	5
PRPF4B	2624	2697	2696	1654	1520	2638
FAM217A	0	0	0	0	0	0
C6orf201	0	0	0	0	0	0
ECI2	1055	1030	967	1053	1009	1596
RP3-400B16.4	0	0	0	0	0	0
RP3-400B16.1	0	0	0	3	0	7
RP3-400B16.3	0	0	0	0	0	0
RP3-527G5.1	3	6	6	26	20	32
RP11-274H24.1	0	0	0	2	1	0
RP4-529N6.2	0	0	0	0	0	0
KU-MEL-3	0	0	0	0	0	2
CDYL	2242	2334	2163	2225	2281	3724
RP3-430A16.1	0	0	0	0	0	0
RPP40	348	337	376	196	213	357
RP11-428J1.5	13	16	21	31	14	31
RP11-428J1.4	10	5	3	16	2	16
PPP1R3G	6	1	1	37	41	33
LYRM4	564	605	559	492	599	912
FARS2	295	330	318	366	365	575
RP1-232P20.1	0	0	0	2	0	0
RP1-256G22.2	0	0	0	0	0	0
RP3-380B8.4	0	0	0	0	0	0
NRN1	1	0	0	0	0	2
F13A1	0	0	0	2	0	0
LY86-AS1	0	0	0	5	1	0
LY86	0	0	0	0	0	0
RP1-80N2.3	1	2	3	6	11	4
RP1-80N2.4	0	0	0	0	0	0
RP1-80N2.2	3	0	0	0	0	0
RP3-470L22.1	0	0	0	0	0	0
RP3-429O6.1	0	1	0	0	0	0
RP11-556O15.1	0	0	0	0	0	0
RREB1	6797	7157	7277	5475	5210	8637
RP11-405O10.2	29	46	31	32	24	29
SSR1	9268	9809	9787	5006	5251	8831
RP11-69L16.4	0	0	0	0	1	0
CAGE1	0	4	3	5	9	8
RIOK1	1041	1044	1079	933	700	1202
RP3-512B11.3	13	17	17	8	14	23
DSP	11521	11032	11568	11493	10642	17774
SNRNP48	607	577	609	340	298	572
BMP6	263	290	281	355	378	806
BLOC1S5-TXNDC5	5460	6038	6007	2538	2705	4561
TXNDC5	5638	6272	6237	2600	2741	4576
BLOC1S5	326	306	291	310	298	577
EEF1E1-BLOC1S5	675	799	819	441	403	694
EEF1E1	1000	1150	1231	636	544	931
RP11-203H2.1	0	2	0	0	0	0
RP11-203H2.2	0	0	0	0	0	0
SLC35B3	364	394	396	529	442	779
HULC	0	0	2	0	0	0
RP11-314C16.1	1	0	1	0	0	0
RP11-354I10.1	0	0	0	0	0	0
OFCC1	0	0	0	3	0	0
TFAP2A	3375	3608	3674	4407	3907	6886
TFAP2A-AS1	8	11	13	38	10	21
RP1-290I10.3	1	0	0	5	0	2
LINC00518	8	3	5	11	11	39
RP1-290I10.7	2	5	3	2	1	9
RP1-290I10.5	6	4	4	10	9	4
GCNT2	1128	1224	1207	557	658	1003
RP11-360O19.4	3	0	3	2	0	1
C6orf52	22	22	17	50	43	92
PAK1IP1	1129	1181	1169	588	681	1042
TMEM14C	1061	1132	1027	1530	1622	2469
RP11-421M1.8	0	1	0	1	1	3
TMEM14B	1118	1174	1113	1669	1552	2306
RP11-637O19.3	230	251	216	309	317	455
MAK	20	14	12	14	15	30
GCM2	0	0	0	0	0	3
RP11-637O19.2	0	0	0	0	0	0
SYCP2L	96	98	90	73	80	126
ELOVL2	225	237	256	344	327	531
ELOVL2-AS1	0	0	0	0	0	4
SMIM13	1760	1710	1774	1405	1444	2359
ERVFRD-1	192	165	181	703	436	1141
RP3-510L9.1	0	0	0	0	0	0
NEDD9	3193	2907	2882	2589	2527	3989
RP11-716O23.1	0	0	0	0	0	0
RP11-716O23.2	0	0	0	0	0	0
TMEM170B	415	437	437	475	601	822
RP11-679B17.2	0	0	0	0	0	0
ADTRP	1	2	0	2	7	8
RP3-413H6.2	0	0	0	0	0	0
RP11-456H18.1	0	0	0	0	0	0
RP11-456H18.2	7	1	0	1	4	1
HIVEP1	1711	1665	1914	1040	1092	1797
EDN1	85	88	89	623	665	1045
RP11-125M16.1	0	0	0	0	0	0
PHACTR1	564	656	583	30	39	55
RP1-257A7.4	16	10	17	10	18	8
TBC1D7	535	598	541	317	329	523
RP1-257A7.5	2	1	1	3	0	0
GFOD1	111	113	105	358	282	490
GFOD1-AS1	0	0	0	0	0	1
SIRT5	64	63	67	110	129	206
RP1-223E5.4	14	17	14	16	14	27
NOL7	1757	1843	1888	1559	1584	2373
RANBP9	1601	1693	1738	1546	1627	2623
MCUR1	1411	1419	1534	922	908	1644
RP3-500L14.2	0	0	1	0	0	1
RNF182	555	522	698	1279	1378	2467
RP3-380E11.2	0	0	0	0	0	1
CD83	34	34	57	63	78	136
RP11-359N11.1	0	0	0	1	0	0
LINC01108	0	0	0	0	0	0
RP3-448I9.2	0	0	0	0	0	0
RP3-448I9.1	0	0	0	0	0	0
RP11-330A16.1	0	0	0	0	0	0
RP11-146I2.1	9	6	6	7	10	24
RP11-560J1.2	6	12	10	0	11	16
JARID2	1442	1620	1477	2057	1967	3407
JARID2-AS1	0	0	0	1	0	0
DTNBP1	315	392	383	395	399	553
RP11-401E14.2	0	0	0	0	0	0
MYLIP	1348	1316	1254	861	853	1539
GMPR	198	209	177	307	279	464
ATXN1	215	288	275	681	785	1220
RP1-151F17.1	2	0	1	1	11	15
RP1-151F17.2	4	4	2	15	4	13
STMND1	0	0	0	7	1	2
RBM24	40	46	42	118	78	167
CAP2	287	327	355	350	311	521
FAM8A1	1896	1940	1951	1146	1439	2242
NUP153	6267	6635	6898	4155	4355	7729
RP11-500C11.3	19	12	23	45	44	74
KIF13A	1050	1131	1226	1943	2132	3408
NHLRC1	0	0	3	2	2	6
TPMT	1033	1023	975	1206	1066	1746
KDM1B	501	558	560	474	522	780
DEK	4067	4170	4275	2884	2797	4455
RNF144B	252	276	278	377	432	672
RP11-686D16.1	0	0	0	0	0	0
RP1-167F1.2	0	1	0	0	0	0
RP3-471C18.2	0	0	0	0	0	0
RP3-471C18.1	0	0	0	0	0	0
RP4-625H18.2	1	0	0	0	0	0
ID4	18	17	18	58	66	176
MBOAT1	671	615	779	552	533	1173
RP11-239H6.2	0	0	0	0	0	0
E2F3	1339	1358	1501	762	875	1376
E2F3-IT1	0	0	0	0	0	0
CDKAL1	526	601	585	541	493	832
RP3-348I23.2	0	0	0	0	0	0
RP1-135L22.1	0	0	0	0	0	0
RP11-204E9.1	0	0	0	0	0	0
SOX4	3804	4431	3535	4268	3828	6585
CASC15	12	8	11	5	12	18
RP4-551N11.1	0	0	0	0	0	0
CASC14	0	0	0	1	5	0
RP11-524C21.2	0	0	0	0	0	0
RP3-404K8.2	0	0	0	0	0	0
PRL	0	0	0	3	0	0
HDGFL1	0	0	0	5	2	0
RP1-309H15.2	0	0	0	0	0	0
RP1-209A6.1	0	0	0	0	0	1
RP11-439H9.1	0	0	0	0	0	0
NRSN1	0	0	0	0	0	0
DCDC2	220	245	237	352	333	596
KAAG1	0	0	0	0	0	7
MRS2	1897	1947	1885	1216	1093	2122
GPLD1	57	50	31	34	34	57
ALDH5A1	667	709	632	410	345	589
KIAA0319	16	13	25	12	8	22
TDP2	661	693	758	537	631	1066
ACOT13	445	483	474	453	413	632
RP1-30M3.5	10	11	15	15	15	20
C6orf62	5034	5449	5048	6388	6641	10192
RP1-30M3.6	0	0	0	0	0	1
RP3-369A17.4	0	0	0	0	0	0
GMNN	1023	1183	1188	929	754	1266
C6orf229	0	0	0	3	0	0
FAM65B	816	638	722	1964	2280	3228
RP11-367G6.3	0	0	0	0	0	0
RP3-425P12.5	0	0	0	0	0	0
RP3-425P12.1	0	0	0	0	0	0
RP3-425P12.2	0	0	0	0	0	0
RP3-522P13.3	0	0	0	0	0	1
LRRC16A	1738	1827	1755	1447	1430	2196
SCGN	0	0	0	0	0	0
HIST1H2AA	4	3	1	0	0	0
HIST1H2BA	10	7	5	6	1	3
SLC17A4	0	0	0	4	0	0
SLC17A1	0	0	0	1	1	0
SLC17A3	0	0	0	1	0	2
SLC17A2	0	0	0	1	0	3
TRIM38	449	455	455	1489	1399	2492
U91328.21	0	0	0	0	0	0
U91328.20	4	0	4	20	12	11
U91328.19	39	36	37	19	28	79
U91328.22	0	0	0	0	1	0
HIST1H1A	85	104	105	18	19	69
HIST1H3A	632	747	593	353	214	480
HIST1H4A	291	354	312	328	210	459
HIST1H4B	2469	2955	2334	3719	2851	5308
HIST1H3B	6498	7444	6461	3719	3049	5457
HIST1H2AB	1499	1721	1447	577	443	847
HIST1H2BB	2202	2375	2221	622	383	800
HIST1H3C	5526	6180	5600	2328	1681	3197
HIST1H1C	9827	10816	9409	8875	7703	13460
HFE	6	12	11	12	15	35
HIST1H4C	3585	3951	3671	4002	2820	5721
HIST1H1T	16	14	15	6	0	16
HIST1H2BC	3609	4037	3644	2629	2123	4058
HIST1H2AC	4335	4864	4396	4842	3755	7066
HIST1H1E	9549	10423	10039	5056	4470	8000
HIST1H2BD	3462	4097	3785	2574	1882	3780
HIST1H2BE	2729	3324	2851	1311	959	1688
HIST1H4D	3295	3784	3268	2512	1722	3593
HIST1H3D	3357	4084	3542	1961	1523	2887
HIST1H2AD	2348	2715	2340	937	649	1144
HIST1H2BF	1835	2134	1944	523	376	760
HIST1H4E	3599	4160	3370	4556	3771	5750
HIST1H2BG	3723	4286	3581	2182	1903	3013
HIST1H2AE	4247	4760	4266	2988	2353	4216
HIST1H3E	66	89	56	76	29	69
HIST1H1D	6118	6838	5982	2091	1727	3476
HIST1H4F	2602	2988	2494	5856	4054	7238
HIST1H4G	0	0	0	0	0	0
HIST1H3F	2628	3084	2566	1637	1292	2407
HIST1H2BH	3266	3740	3509	1641	1336	2295
HIST1H3G	3226	3604	3129	1811	1528	2599
HIST1H2BI	2687	3229	2839	1284	1230	1949
HIST1H4H	3189	3749	3372	5322	4118	7060
BTN3A2	95	93	111	89	76	154
BTN2A2	145	170	145	139	133	271
BTN3A1	61	42	43	55	42	123
BTN3A3	0	5	0	10	8	22
BTN2A1	307	343	305	498	435	671
BTN1A1	17	18	7	9	8	11
HCG11	123	119	105	126	118	165
CTA-14H9.5	4	7	11	2	2	3
HMGN4	978	1083	949	627	691	1212
ABT1	1251	1520	1370	1631	1512	2364
RP11-457M11.7	0	0	3	0	0	4
ZNF322	184	208	202	206	297	468
RP11-457M11.5	0	0	0	0	0	1
LINC00240	9	11	6	14	18	14
RP11-239L20.6	0	0	0	0	0	0
RP1-86C11.7	0	0	1	12	1	25
HIST1H2BJ	3266	3739	3200	2055	1640	3046
HIST1H2AG	4553	5262	4463	3172	2402	4504
HIST1H4I	1283	1392	1298	669	523	979
HIST1H2BK	6670	7415	6929	4078	3329	5820
HIST1H2AH	3459	4093	3476	2709	2136	3772
PRSS16	564	643	644	399	416	761
POM121L2	16	21	23	13	14	18
ZNF391	276	267	309	164	183	314
RP1-153G14.4	0	0	0	3	0	3
ZNF184	156	170	174	184	163	341
HIST1H2BL	1601	1881	1592	668	473	901
HIST1H2AI	3029	3385	2973	2075	1580	2967
HIST1H3H	3745	4368	3753	1776	1392	2719
HIST1H2AJ	2543	2958	2550	1758	1377	2757
HIST1H2BM	3128	3819	3441	863	663	1144
HIST1H4J	158	202	197	237	247	328
HIST1H4K	286	270	250	502	403	531
HIST1H2BN	2144	2553	2170	1407	1204	1896
HIST1H2AK	661	799	646	340	230	433
HIST1H2AL	2888	3186	2930	1185	854	1465
HIST1H1B	11038	11822	10940	5958	4510	8472
HIST1H3I	3386	3774	3457	1377	882	1898
HIST1H4L	1438	1613	1479	1063	654	1354
HIST1H3J	5914	6457	5580	3093	2529	4623
HIST1H2AM	3429	3655	3173	2787	2316	4126
HIST1H2BO	2844	3249	2778	1317	975	1777
OR2B2	0	0	0	0	0	0
OR2B6	0	0	0	0	0	3
RP1-313I6.12	1	5	3	4	16	17
ZNF165	603	640	558	695	620	1046
ZSCAN16-AS1	21	41	31	36	27	41
ZSCAN16	69	100	92	141	103	183
RP1-265C24.8	1	0	1	0	4	0
ZKSCAN8	586	563	650	527	411	747
AL022393.9	1	2	0	3	0	2
ZSCAN9	174	165	185	154	162	284
ZKSCAN4	144	155	124	83	133	235
NKAPL	0	0	0	0	0	0
ZSCAN26	54	73	65	59	62	122
RP5-874C20.8	3	10	8	4	7	13
PGBD1	281	236	252	189	179	307
ZSCAN31	108	129	112	153	109	249
ZKSCAN3	215	210	198	202	169	261
ZSCAN12	297	372	351	251	190	321
ZSCAN23	45	40	37	37	41	44
GPX6	0	0	0	1	1	0
GPX5	0	0	0	0	0	0
ZBED9	22	17	19	22	9	48
RP5-1186N24.3	0	0	0	0	0	0
LINC00533	0	0	0	0	0	0
XXbac-BPG308K3.5	0	0	0	0	0	0
XXbac-BPG308K3.6	0	0	0	0	0	0
HCG14	0	0	0	0	0	0
TRIM27	0	0	0	0	0	0
LINC01556	0	0	0	0	0	0
HCG15	0	0	0	0	0	0
HCG16	0	0	0	0	0	0
ZNF311	0	0	0	0	0	0
XXbac-BPG258E24.10	0	0	0	0	0	0
OR2W1	0	0	0	0	0	0
OR2B3	0	0	0	0	0	0
OR2J3	0	0	0	0	0	0
XXbac-BCX196D17.5	0	0	0	0	0	0
OR2J2	0	0	0	0	0	0
XXbac-BPG308J9.3	0	0	0	0	0	0
OR14J1	0	0	0	0	0	0
OR5V1	0	0	0	0	0	0
OR12D3	0	0	0	0	0	0
OR12D2	0	0	0	0	0	0
OR11A1	0	0	0	0	0	0
OR10C1	0	0	0	0	0	0
OR2H1	0	0	0	0	0	0
MAS1L	0	0	0	0	0	0
XXbac-BPG13B8.10	0	0	0	0	0	0
LINC01015	0	0	0	0	0	0
UBD	0	0	0	0	0	0
GABBR1	0	0	0	0	0	0
OR2H2	0	0	0	0	0	0
MOG	0	0	0	0	0	0
ZFP57	0	0	0	0	0	0
HLA-F	0	0	0	0	0	0
HLA-F-AS1	0	1	0	1	0	5
XXbac-BPG170G13.32	0	0	0	0	0	0
HLA-G	0	0	0	0	0	0
HLA-A	1	0	0	5	5	0
HCG9	0	0	0	0	0	0
ZNRD1-AS1	0	0	0	0	0	0
ZNRD1	0	0	0	0	0	0
PPP1R11	0	0	0	0	0	0
RNF39	0	0	0	0	0	0
TRIM31	0	0	0	0	0	0
TRIM31-AS1	0	0	0	0	0	0
TRIM40	0	0	0	0	0	0
TRIM10	0	0	0	0	0	0
TRIM15	0	0	0	0	0	0
TRIM26	0	1	1	7	12	0
HCG17	0	0	0	0	0	0
XXbac-BPG283O16.9	0	0	0	0	0	0
HCG18	0	0	0	0	0	0
TRIM39	0	0	0	0	0	0
TRIM39-RPP21	0	0	0	0	0	0
RPP21	0	0	0	0	0	0
HLA-E	0	0	0	0	0	0
XXbac-BPG249D20.9	0	0	0	0	0	0
GNL1	0	0	0	0	0	0
PRR3	0	0	0	0	0	0
ABCF1	0	0	0	0	0	0
PPP1R10	0	0	0	0	0	0
MRPS18B	0	0	0	0	0	0
ATAT1	0	0	0	0	0	0
C6orf136	0	0	0	0	0	0
DHX16	0	0	0	0	0	0
PPP1R18	0	0	0	0	0	0
NRM	0	0	0	0	0	0
MDC1	0	0	0	0	0	0
MDC1-AS1	0	0	0	0	0	0
TUBB	0	0	0	0	0	0
XXbac-BPG252P9.9	0	0	0	0	0	0
FLOT1	0	0	0	0	0	0
XXbac-BPG252P9.10	0	0	0	0	0	0
IER3	0	0	1	8	2	9
HCG20	0	0	0	0	0	0
LINC00243	0	0	0	0	0	0
XXbac-BPG27H4.8	0	0	0	0	0	0
DDR1-AS1	0	0	0	0	0	0
DDR1	8	0	4	2	2	1
GTF2H4	0	0	0	0	0	0
VARS2	0	0	0	0	0	0
SFTA2	0	0	0	0	0	0
DPCR1	0	0	0	0	0	0
HCG21	0	0	0	0	0	0
MUC21	0	0	0	0	0	0
MUC22	0	0	0	0	0	0
HCG22	0	0	0	0	0	0
C6orf15	0	0	0	0	0	0
PSORS1C1	0	0	1	3	0	5
CDSN	0	0	0	0	0	0
PSORS1C2	0	0	0	0	0	0
CCHCR1	0	0	0	0	0	0
TCF19	0	0	0	0	0	0
POU5F1	0	0	0	0	0	0
PSORS1C3	0	0	0	0	1	0
XXbac-BPG299F13.17	0	0	0	0	0	0
HCG27	0	0	0	0	0	0
XXbac-BPG299F13.14	0	0	0	0	0	0
HLA-C	1598	1731	1576	1813	1948	3909
XXbac-BPG248L24.13	0	0	0	0	0	0
HLA-B	49	53	35	56	84	105
XXbac-BPG181B23.7	0	0	0	0	0	0
MICA	3	9	0	0	0	2
HCP5	0	0	0	0	0	0
LINC01149	0	0	0	0	0	0
MICB	0	0	0	0	0	0
MCCD1	0	0	0	0	0	0
DDX39B	0	0	0	0	0	0
ATP6V1G2-DDX39B	0	0	0	0	0	0
DDX39B-AS1	0	0	0	0	0	0
ATP6V1G2	0	0	0	0	0	0
NFKBIL1	0	0	0	0	0	0
LTA	0	0	0	0	0	0
TNF	0	0	0	0	0	0
LTB	0	0	0	0	0	0
LST1	0	0	0	0	0	0
NCR3	0	0	0	0	0	0
AIF1	0	0	0	0	0	0
PRRC2A	52	0	0	5	0	10
BAG6	2	4	4	8	41	9
APOM	0	0	0	0	0	0
C6orf47	0	0	0	0	1	0
C6orf47-AS1	0	0	0	0	0	0
GPANK1	0	0	0	0	0	0
CSNK2B	0	0	0	0	0	0
CSNK2B-LY6G5B-1181	0	0	0	0	0	0
LY6G5B	0	0	0	0	0	0
LY6G5C	0	0	0	0	0	0
ABHD16A	0	0	0	0	0	0
XXbac-BPG32J3.20	0	0	0	0	0	0
LY6G6F	0	0	0	0	0	0
XXbac-BPG32J3.19	0	0	0	0	0	0
LY6G6E	0	0	0	0	0	0
LY6G6D	0	0	0	0	0	0
C6orf25	0	0	0	0	0	0
LY6G6C	0	0	0	0	0	0
DDAH2	0	0	0	0	0	0
CLIC1	0	0	0	0	0	0
MSH5	0	0	0	0	0	0
MSH5-SAPCD1	0	0	0	0	0	0
SAPCD1	0	0	0	0	0	0
SAPCD1-AS1	0	0	0	0	0	0
VWA7	0	0	0	0	0	0
VARS	0	0	0	0	0	0
LSM2	0	0	0	0	0	0
HSPA1L	0	0	0	0	0	0
HSPA1A	0	0	0	1	1	4
HSPA1B	0	0	1	6	2	11
C6orf48	0	0	0	0	1	0
NEU1	0	0	0	1	0	0
SLC44A4	0	0	0	0	0	0
EHMT2	0	0	0	0	0	0
EHMT2-AS1	0	0	0	0	0	0
C2	0	0	0	0	0	0
ZBTB12	0	0	0	0	0	0
XXbac-BPG116M5.17	0	0	0	0	0	0
CFB	0	0	0	0	0	0
NELFE	0	0	0	0	0	0
SKIV2L	0	1	0	4	0	2
DXO	0	0	0	0	0	0
STK19	0	0	0	0	0	0
C4A	0	0	0	0	0	0
C4A-AS1	0	0	0	0	0	0
AL645922.1	0	0	0	0	0	0
C4B	0	0	0	0	0	0
C4B-AS1	0	0	0	0	0	0
CYP21A2	0	0	0	0	0	0
TNXB	0	0	0	0	0	0
ATF6B	0	0	0	0	0	0
FKBPL	0	0	0	0	0	0
PRRT1	0	0	0	0	0	0
PPT2	0	0	0	0	0	0
PPT2-EGFL8	0	0	0	0	0	0
EGFL8	0	0	0	0	0	0
AGPAT1	0	0	1	0	0	0
RNF5	0	0	0	0	0	0
AGER	0	0	0	0	0	0
XXbac-BPG300A18.13	2	1	0	3	4	11
PBX2	2	1	0	3	4	12
GPSM3	0	0	0	0	0	0
NOTCH4	0	0	0	0	0	0
XXbac-BPG154L12.5	0	0	0	0	0	0
XXbac-BPG154L12.4	0	0	0	0	0	0
C6orf10	0	0	0	0	0	0
HCG23	0	0	0	0	0	0
BTNL2	0	0	0	0	0	0
HLA-DRA	0	0	0	0	0	0
HLA-DRB5	0	0	0	0	0	0
HLA-DRB1	0	0	0	0	0	0
HLA-DQA1	0	0	0	2	0	0
HLA-DQB1	49	53	42	40	40	74
HLA-DQB1-AS1	0	0	0	0	0	0
XXbac-BPG254F23.7	0	0	0	0	0	0
HLA-DQA2	0	0	0	0	0	0
HLA-DQB2	0	0	0	0	0	0
HLA-DOB	0	0	0	0	0	1
TAP2	5	4	2	12	1	9
PSMB8	0	0	0	0	0	0
PSMB8-AS1	0	0	0	0	0	0
PSMB9	0	0	0	0	0	0
TAP1	0	0	0	0	0	0
HLA-DMB	0	0	0	0	0	0
XXbac-BPG181M17.5	0	0	0	0	0	0
HLA-DMA	0	0	0	0	0	0
BRD2	1	5	5	4	3	8
BRD2-IT1	0	0	0	0	0	0
XXbac-BPG181M17.6	0	0	0	0	0	0
HLA-DOA	0	0	0	0	0	0
HLA-DPA1	0	0	0	0	0	0
HLA-DPB1	0	0	0	0	0	0
HCG24	0	0	0	0	0	0
COL11A2	0	0	0	0	0	0
RXRB	0	0	0	0	0	1
SLC39A7	0	0	0	0	0	0
HSD17B8	0	0	0	0	0	0
RING1	0	0	0	0	0	0
XXbac-BPG157A10.21	0	0	0	0	0	0
HCG25	0	0	0	0	0	0
VPS52	0	0	0	0	0	0
RPS18	131	133	114	68	53	92
B3GALT4	0	0	0	0	0	0
WDR46	34	2	0	0	0	0
PFDN6	0	0	0	105	0	0
RGL2	0	0	0	0	0	0
TAPBP	0	0	1	6	6	8
ZBTB22	0	0	0	0	0	0
DAXX	31	5	6	28	25	37
KIFC1	4	6	25	5	4	22
PHF1	25	8	6	1	1	31
CUTA	64	33	81	15	331	31
SYNGAP1	12	35	5	16	6	10
ZBTB9	0	0	0	0	0	0
XXbac-BPG294E21.9	0	0	0	0	0	0
BAK1	1134	1226	1131	807	848	1438
LINC00336	0	0	0	0	0	0
ITPR3	2897	3022	2667	4177	4335	6253
UQCC2	330	351	404	443	413	771
IP6K3	17	9	15	20	22	45
LEMD2	1579	1603	1435	2350	2329	3821
MLN	0	0	0	0	0	0
LINC01016	0	0	0	0	0	0
RP3-468B3.2	0	0	0	0	3	0
GRM4	17	11	12	45	24	43
HMGA1	43021	49895	46168	30880	27618	43416
C6orf1	142	129	164	289	373	548
RP11-513I15.6	39	41	48	119	72	149
NUDT3	3192	3399	3262	2594	2788	4194
RPS10-NUDT3	13662	14766	13195	12277	11833	20581
RPS10	14286	15725	13989	12539	12008	20941
PACSIN1	922	1083	872	118	78	212
SPDEF	13	17	11	12	8	2
C6orf106	5061	5390	5099	4282	3883	6884
RP11-140K17.3	1	6	4	7	1	11
SNRPC	2060	2456	2209	1295	1123	2031
UHRF1BP1	1799	1886	2053	2436	2418	4071
TAF11	1313	1450	1450	1035	1202	1924
ANKS1A	2617	2862	2602	1910	2197	3566
TCP11	0	0	0	1	0	0
SCUBE3	3572	3748	3998	1460	1230	2652
RP3-329A5.8	5	1	0	0	0	1
ZNF76	327	383	321	253	261	489
DEF6	428	434	353	572	589	892
PPARD	4689	5169	4611	2868	2360	4463
FANCE	646	790	647	566	504	1059
RPL10A	13162	14523	12835	11426	10493	16644
TEAD3	2013	2215	2246	2328	2094	3981
TULP1	7	9	3	9	8	18
RP3-340B19.3	142	159	181	111	100	159
FKBP5	732	864	794	410	315	554
RP3-510O8.4	0	0	0	0	0	0
ARMC12	2	3	2	2	0	2
CLPSL2	0	4	0	2	1	0
CLPSL1	0	0	0	0	0	0
CLPS	0	0	0	0	0	0
LHFPL5	0	0	0	0	2	1
SRPK1	4337	4860	4921	3421	3351	5620
SLC26A8	7	6	5	7	2	0
MAPK14	2550	2760	2527	1543	1783	3090
MAPK13	269	266	275	746	793	1104
RP1-179N16.6	2	3	2	2	4	4
BRPF3	1944	2213	2152	2047	2034	3351
PNPLA1	0	0	0	6	5	1
C6orf222	1	0	0	1	0	3
ETV7	14	28	15	32	32	53
RP1-50J22.4	0	0	0	0	0	0
PXT1	1	5	2	5	0	0
KCTD20	2172	2217	2123	2189	2337	3737
STK38	1258	1307	1407	837	928	1491
SRSF3	8325	9369	8666	5150	4395	7661
CDKN1A	11243	11945	11941	18981	18656	30701
RAB44	2	2	1	5	5	2
CPNE5	12	11	8	22	10	29
PPIL1	1486	1656	1680	850	911	1344
C6orf89	2326	2566	2508	2035	2163	3295
RP1-90K10.4	0	0	0	0	0	0
PI16	0	0	0	0	0	2
MTCH1	3824	4366	4038	3582	3952	6227
FGD2	0	1	0	1	0	0
PIM1	827	944	854	735	715	1125
TMEM217	20	16	33	25	53	53
TBC1D22B	767	867	866	652	606	1250
RNF8	717	736	731	521	477	760
CMTR1	1719	1802	1739	1520	1387	2194
CCDC167	645	796	677	532	447	781
RP1-153P14.8	10	11	8	0	0	0
RP1-153P14.5	0	0	0	0	0	3
RP1-153P14.7	0	0	0	0	0	0
MDGA1	0	0	0	9	9	16
RP3-441A12.1	0	2	0	0	0	1
ZFAND3	1893	2051	1943	2644	2657	4241
BTBD9	583	563	602	519	489	851
BTBD9-AS1	0	0	0	0	0	0
GLO1	5291	5609	5332	4308	4737	7262
RP3-503A6.2	0	0	0	0	0	0
DNAH8	166	163	149	124	105	227
RP1-207H1.3	0	0	0	1	0	0
GLP1R	0	0	0	0	0	0
SAYSD1	279	276	277	298	245	498
KCNK5	2217	2459	2296	917	810	1466
KCNK17	0	0	0	0	0	0
